date,temperature_max,temperature_min,rainfall,precipitation_hours,snowfall,wind_speed,cloud_cover,humidity,pressure
2017-04-19,29.9,24.7,1.1,6.0,0.0,6.4,47.0,83.0,1003.1
2017-04-20,29.8,24.7,0.2,2.0,0.0,9.7,25.0,84.0,1003.9
2017-04-21,29.9,24.1,0.1,1.0,0.0,12.8,15.0,82.0,1003.0
2017-04-22,29.5,23.8,0.0,0.0,0.0,8.9,13.0,80.0,1002.8
2017-04-23,29.3,24.9,4.7,7.0,0.0,9.8,43.0,81.0,1003.2
2017-04-24,29.9,24.5,2.2,11.0,0.0,10.2,52.0,83.0,1003.7
2017-04-25,29.6,24.7,8.5,19.0,0.0,9.4,60.0,83.0,1003.9
2017-04-26,30.2,24.6,1.4,4.0,0.0,7.3,28.0,78.0,1002.8
2017-04-27,30.0,24.9,0.8,3.0,0.0,11.0,23.0,79.0,1002.2
2017-04-28,29.3,25.1,0.1,1.0,0.0,7.1,46.0,84.0,1002.3
2017-04-29,30.4,24.6,5.9,4.0,0.0,7.7,95.0,82.0,1002.5
2017-04-30,29.0,25.1,4.3,10.0,0.0,9.0,90.0,87.0,1003.7
2017-05-01,29.7,24.7,1.7,9.0,0.0,7.2,83.0,85.0,1004.0
2017-05-02,29.5,25.3,4.4,10.0,0.0,10.2,74.0,85.0,1004.0
2017-05-03,29.9,25.6,6.7,14.0,0.0,8.5,54.0,84.0,1003.7
2017-05-04,30.4,24.9,0.3,2.0,0.0,14.0,41.0,81.0,1003.7
2017-05-05,30.2,25.1,12.3,15.0,0.0,11.3,58.0,78.0,1004.7
2017-05-06,29.0,24.9,23.7,18.0,0.0,11.6,65.0,86.0,1005.6
2017-05-07,30.0,25.4,12.3,18.0,0.0,11.8,66.0,82.0,1004.4
2017-05-08,30.1,25.0,14.9,20.0,0.0,9.6,75.0,83.0,1003.5
2017-05-09,28.9,25.0,5.8,14.0,0.0,11.4,75.0,85.0,1003.7
2017-05-10,29.9,25.5,5.9,17.0,0.0,13.6,50.0,83.0,1004.3
2017-05-11,29.1,25.4,16.1,19.0,0.0,15.5,91.0,84.0,1004.4
2017-05-12,30.1,25.2,8.9,22.0,0.0,13.9,67.0,81.0,1003.0
2017-05-13,30.0,25.0,2.3,9.0,0.0,11.5,63.0,80.0,1002.2
2017-05-14,30.4,25.4,0.6,2.0,0.0,13.4,96.0,79.0,1002.0
2017-05-15,30.0,25.3,3.5,6.0,0.0,11.2,71.0,82.0,1001.4
2017-05-16,29.2,24.6,1.6,3.0,0.0,6.6,58.0,84.0,1000.8
2017-05-17,28.3,25.5,5.1,6.0,0.0,6.5,84.0,86.0,1001.0
2017-05-18,29.0,25.7,2.3,6.0,0.0,4.0,92.0,86.0,1001.9
2017-05-19,29.8,25.7,3.8,6.0,0.0,11.2,84.0,82.0,1001.4
2017-05-20,29.6,25.9,6.5,10.0,0.0,6.2,88.0,87.0,999.9
2017-05-21,28.7,25.3,12.9,8.0,0.0,8.2,94.0,88.0,999.0
2017-05-22,28.6,25.6,14.7,12.0,0.0,5.2,99.0,89.0,1000.4
2017-05-23,28.0,25.2,5.0,12.0,0.0,7.2,98.0,90.0,1001.0
2017-05-24,28.3,25.2,9.7,8.0,0.0,9.4,97.0,89.0,1000.5
2017-05-25,28.6,25.9,5.3,9.0,0.0,9.3,98.0,88.0,1000.7
2017-05-26,28.8,25.0,3.2,10.0,0.0,6.2,98.0,86.0,1000.7
2017-05-27,29.7,25.1,18.0,9.0,0.0,9.6,99.0,87.0,1000.6
2017-05-28,30.3,25.4,14.7,10.0,0.0,9.1,91.0,86.0,1000.9
2017-05-29,30.5,25.3,5.9,6.0,0.0,11.4,88.0,84.0,1001.5
2017-05-30,30.8,25.6,1.7,6.0,0.0,11.0,78.0,83.0,1002.6
2017-05-31,30.1,24.9,0.1,1.0,0.0,6.8,85.0,84.0,1001.8
2017-06-01,30.6,25.0,0.6,5.0,0.0,7.7,57.0,82.0,1001.0
2017-06-02,29.4,25.0,4.3,6.0,0.0,8.7,56.0,85.0,1001.4
2017-06-03,29.5,25.6,4.7,6.0,0.0,10.5,78.0,86.0,1001.5
2017-06-04,29.2,25.7,4.1,5.0,0.0,7.7,59.0,86.0,1001.2
2017-06-05,29.7,25.6,1.1,7.0,0.0,9.6,51.0,83.0,1002.0
2017-06-06,29.8,25.3,3.3,10.0,0.0,9.3,89.0,83.0,1002.8
2017-06-07,28.7,24.5,17.4,15.0,0.0,8.2,94.0,85.0,1003.0
2017-06-08,29.0,25.8,3.1,6.0,0.0,12.6,99.0,83.0,1002.4
2017-06-09,27.3,24.5,126.2,16.0,0.0,13.4,87.0,89.0,1001.5
2017-06-10,29.4,24.5,57.6,17.0,0.0,14.6,100.0,88.0,1000.5
2017-06-11,28.9,25.0,1.4,1.0,0.0,7.0,95.0,84.0,1002.2
2017-06-12,30.5,25.4,0.3,3.0,0.0,10.4,92.0,82.0,1002.9
2017-06-13,30.6,24.8,0.4,1.0,0.0,15.1,48.0,76.0,1003.3
2017-06-14,30.2,24.4,4.7,7.0,0.0,10.0,75.0,83.0,1004.0
2017-06-15,30.7,25.0,0.7,2.0,0.0,11.2,77.0,83.0,1003.6
2017-06-16,30.7,24.7,0.6,4.0,0.0,8.4,28.0,83.0,1002.3
2017-06-17,30.2,24.4,0.1,1.0,0.0,9.0,30.0,80.0,1000.9
2017-06-18,29.9,25.6,2.1,9.0,0.0,6.1,88.0,82.0,1001.4
2017-06-19,29.7,25.3,2.7,8.0,0.0,11.3,71.0,83.0,1001.5
2017-06-20,29.8,25.1,10.0,7.0,0.0,9.0,77.0,84.0,1001.4
2017-06-21,28.4,25.0,7.0,8.0,0.0,6.6,82.0,88.0,1001.8
2017-06-22,28.7,25.3,5.2,9.0,0.0,6.4,92.0,86.0,1002.6
2017-06-23,27.8,25.3,26.8,15.0,0.0,6.5,79.0,88.0,1002.5
2017-06-24,30.1,25.5,5.9,7.0,0.0,9.7,57.0,81.0,1001.5
2017-06-25,30.9,25.6,7.7,4.0,0.0,9.7,51.0,82.0,1001.7
2017-06-26,30.4,24.6,2.4,6.0,0.0,11.0,85.0,84.0,1002.8
2017-06-27,29.6,25.3,6.6,9.0,0.0,8.2,92.0,82.0,1002.7
2017-06-28,28.4,24.5,18.6,22.0,0.0,8.0,94.0,88.0,1002.7
2017-06-29,27.7,23.9,15.8,10.0,0.0,11.3,76.0,86.0,1002.3
2017-06-30,29.5,24.8,4.6,6.0,0.0,7.4,88.0,83.0,1001.6
2017-07-01,29.0,24.7,11.7,13.0,0.0,9.8,92.0,84.0,1001.4
2017-07-02,29.3,24.4,16.3,14.0,0.0,7.8,97.0,87.0,1001.7
2017-07-03,28.9,24.6,5.1,18.0,0.0,7.4,100.0,87.0,1001.8
2017-07-04,28.3,24.8,8.3,8.0,0.0,6.9,99.0,87.0,1002.5
2017-07-05,28.3,24.6,4.2,10.0,0.0,6.5,95.0,85.0,1003.9
2017-07-06,29.8,24.5,0.1,1.0,0.0,15.0,70.0,80.0,1003.8
2017-07-07,29.1,25.2,9.6,11.0,0.0,12.4,97.0,85.0,1003.5
2017-07-08,28.3,24.3,15.5,21.0,0.0,10.9,99.0,85.0,1003.5
2017-07-09,28.8,24.5,6.8,11.0,0.0,13.2,98.0,84.0,1003.1
2017-07-10,28.1,23.9,10.6,17.0,0.0,9.9,99.0,86.0,1002.5
2017-07-11,27.9,24.5,7.1,13.0,0.0,15.0,98.0,84.0,1002.9
2017-07-12,27.9,24.3,10.8,19.0,0.0,12.3,100.0,88.0,1003.4
2017-07-13,27.4,25.0,12.9,21.0,0.0,4.6,99.0,88.0,1002.0
2017-07-14,28.9,24.5,15.4,21.0,0.0,10.6,99.0,88.0,1001.6
2017-07-15,27.0,24.8,11.7,20.0,0.0,6.5,100.0,90.0,1001.5
2017-07-16,28.3,25.0,12.9,11.0,0.0,8.1,99.0,88.0,1001.7
2017-07-17,29.0,25.0,16.4,18.0,0.0,12.1,92.0,85.0,1002.8
2017-07-18,28.2,25.0,16.7,15.0,0.0,10.0,96.0,86.0,1003.2
2017-07-19,27.6,24.4,80.4,23.0,0.0,15.6,99.0,89.0,1001.5
2017-07-20,27.6,23.9,2.9,11.0,0.0,7.5,98.0,87.0,1001.1
2017-07-21,27.5,24.4,23.4,14.0,0.0,5.9,96.0,90.0,1002.5
2017-07-22,27.7,24.6,4.1,11.0,0.0,5.3,92.0,86.0,1002.3
2017-07-23,27.9,24.8,9.3,18.0,0.0,5.8,90.0,88.0,1001.2
2017-07-24,27.3,24.3,23.6,20.0,0.0,7.8,97.0,91.0,999.3
2017-07-25,27.8,24.4,12.8,21.0,0.0,9.0,99.0,88.0,998.6
2017-07-26,28.6,24.3,3.3,17.0,0.0,9.7,100.0,89.0,998.7
2017-07-27,29.0,24.2,2.8,14.0,0.0,11.7,100.0,85.0,998.9
2017-07-28,29.1,24.3,10.3,24.0,0.0,12.6,99.0,88.0,998.9
2017-07-29,29.1,24.7,6.8,21.0,0.0,11.8,98.0,88.0,998.0
2017-07-30,30.9,24.0,4.5,18.0,0.0,9.9,96.0,85.0,997.9
2017-07-31,31.4,25.3,2.5,13.0,0.0,10.9,98.0,82.0,999.4
2017-08-01,30.6,25.3,16.7,9.0,0.0,9.2,77.0,84.0,1000.2
2017-08-02,30.0,25.0,21.1,9.0,0.0,10.2,96.0,84.0,999.5
2017-08-03,29.2,24.7,25.3,16.0,0.0,8.7,94.0,87.0,998.3
2017-08-04,28.5,24.4,106.6,24.0,0.0,6.7,98.0,90.0,999.2
2017-08-05,27.8,24.2,59.6,18.0,0.0,10.5,85.0,91.0,1000.7
2017-08-06,28.6,24.3,0.6,5.0,0.0,8.9,95.0,88.0,1001.8
2017-08-07,29.0,25.1,0.0,0.0,0.0,6.3,82.0,83.0,1002.1
2017-08-08,29.2,25.0,4.1,6.0,0.0,5.2,67.0,86.0,1002.8
2017-08-09,28.7,25.0,2.7,8.0,0.0,5.9,56.0,88.0,1002.6
2017-08-10,29.0,24.9,0.3,3.0,0.0,9.2,66.0,86.0,1002.4
2017-08-11,29.9,24.8,0.0,0.0,0.0,9.4,40.0,84.0,1002.2
2017-08-12,30.2,25.6,9.4,10.0,0.0,5.5,62.0,84.0,1002.4
2017-08-13,29.3,24.7,5.9,14.0,0.0,9.7,90.0,84.0,1002.6
2017-08-14,28.8,24.5,1.7,9.0,0.0,8.6,86.0,85.0,1002.5
2017-08-15,29.7,24.8,4.5,9.0,0.0,9.0,56.0,84.0,1001.8
2017-08-16,29.9,24.5,10.5,10.0,0.0,9.7,61.0,84.0,1001.2
2017-08-17,30.0,24.9,6.7,12.0,0.0,15.0,93.0,82.0,1000.9
2017-08-18,29.4,25.0,6.1,14.0,0.0,7.6,88.0,83.0,1001.9
2017-08-19,28.8,24.6,8.9,13.0,0.0,8.7,99.0,87.0,1001.4
2017-08-20,29.3,24.8,12.3,16.0,0.0,9.7,93.0,87.0,999.2
2017-08-21,29.5,24.7,23.3,13.0,0.0,9.9,99.0,84.0,996.6
2017-08-22,27.8,24.3,10.0,18.0,0.0,8.9,100.0,87.0,997.3
2017-08-23,28.0,24.3,1.6,10.0,0.0,7.2,96.0,86.0,1001.0
2017-08-24,27.5,25.2,3.8,8.0,0.0,7.7,98.0,89.0,1002.3
2017-08-25,26.8,24.6,20.0,16.0,0.0,8.7,100.0,90.0,999.3
2017-08-26,28.1,23.9,2.0,10.0,0.0,5.9,99.0,85.0,999.6
2017-08-27,29.1,24.5,0.4,2.0,0.0,8.1,95.0,85.0,1002.2
2017-08-28,30.0,24.6,1.6,1.0,0.0,10.9,97.0,81.0,1001.2
2017-08-29,29.4,24.5,1.3,7.0,0.0,9.6,55.0,87.0,998.2
2017-08-30,28.4,24.6,3.6,12.0,0.0,10.1,96.0,88.0,997.4
2017-08-31,29.3,24.8,8.4,19.0,0.0,10.4,93.0,87.0,999.0
2017-09-01,30.0,24.1,1.5,6.0,0.0,13.7,76.0,83.0,999.8
2017-09-02,29.6,24.7,6.6,12.0,0.0,10.0,51.0,85.0,1000.6
2017-09-03,29.8,25.4,1.7,5.0,0.0,7.8,64.0,84.0,1002.1
2017-09-04,29.5,25.8,0.7,2.0,0.0,11.9,88.0,84.0,1002.0
2017-09-05,29.1,25.0,1.3,4.0,0.0,11.8,99.0,88.0,1002.0
2017-09-06,28.9,24.6,2.4,9.0,0.0,9.2,73.0,89.0,1002.0
2017-09-07,30.2,24.8,0.0,0.0,0.0,8.1,59.0,82.0,1002.4
2017-09-08,30.8,25.2,3.9,9.0,0.0,7.6,60.0,80.0,1002.4
2017-09-09,29.7,25.2,8.1,15.0,0.0,9.5,75.0,84.0,1001.4
2017-09-10,29.9,24.8,3.2,10.0,0.0,10.1,63.0,82.0,1001.0
2017-09-11,29.1,25.1,7.5,10.0,0.0,9.4,99.0,85.0,998.9
2017-09-12,27.9,24.4,80.6,24.0,0.0,16.7,100.0,91.0,995.7
2017-09-13,28.5,24.0,11.4,19.0,0.0,8.4,96.0,91.0,998.9
2017-09-14,28.7,24.7,0.2,2.0,0.0,7.4,94.0,84.0,1000.9
2017-09-15,28.6,25.4,2.0,5.0,0.0,8.5,89.0,87.0,1002.1
2017-09-16,30.7,24.9,0.0,0.0,0.0,15.1,72.0,81.0,1002.1
2017-09-17,29.5,25.3,0.5,1.0,0.0,15.0,92.0,83.0,1001.8
2017-09-18,29.3,24.8,3.1,3.0,0.0,8.4,94.0,87.0,1001.5
2017-09-19,28.1,24.6,5.1,9.0,0.0,7.0,97.0,90.0,1001.6
2017-09-20,27.3,24.6,4.8,16.0,0.0,3.7,99.0,88.0,1001.3
2017-09-21,28.3,24.7,3.8,6.0,0.0,6.1,92.0,88.0,1000.8
2017-09-22,28.5,24.9,6.4,14.0,0.0,8.4,99.0,87.0,1001.4
2017-09-23,27.9,24.5,34.8,19.0,0.0,13.1,98.0,90.0,1001.9
2017-09-24,29.9,24.2,0.2,2.0,0.0,12.2,59.0,82.0,1002.7
2017-09-25,28.4,24.7,24.3,19.0,0.0,13.0,97.0,84.0,1001.8
2017-09-26,27.2,24.1,29.4,18.0,0.0,9.4,98.0,89.0,1001.2
2017-09-27,28.5,24.4,2.8,11.0,0.0,8.0,94.0,87.0,1001.6
2017-09-28,28.3,25.0,5.9,8.0,0.0,6.3,97.0,87.0,1002.1
2017-09-29,28.3,24.3,5.1,11.0,0.0,9.3,94.0,86.0,1003.2
2017-09-30,26.7,24.0,71.4,22.0,0.0,7.6,99.0,89.0,1003.8
2017-10-01,28.3,24.0,14.3,12.0,0.0,13.6,98.0,86.0,1002.3
2017-10-02,28.6,24.6,9.5,10.0,0.0,11.9,84.0,87.0,1002.3
2017-10-03,28.7,24.2,15.9,16.0,0.0,8.3,91.0,85.0,1003.5
2017-10-04,29.5,24.6,1.4,11.0,0.0,8.7,57.0,82.0,1002.7
2017-10-05,27.8,25.0,14.3,19.0,0.0,10.5,92.0,86.0,1001.9
2017-10-06,29.1,24.6,6.9,18.0,0.0,9.5,69.0,86.0,1002.2
2017-10-07,29.5,24.0,3.3,10.0,0.0,8.3,64.0,83.0,1000.1
2017-10-08,28.0,24.9,3.7,10.0,0.0,7.7,100.0,86.0,998.7
2017-10-09,27.7,25.0,13.5,21.0,0.0,6.6,99.0,89.0,999.8
2017-10-10,28.1,24.7,1.6,8.0,0.0,8.6,89.0,86.0,999.5
2017-10-11,29.8,25.2,0.7,4.0,0.0,16.6,94.0,81.0,997.6
2017-10-12,28.7,24.9,17.3,11.0,0.0,8.6,100.0,88.0,995.4
2017-10-13,28.7,25.0,19.1,21.0,0.0,12.2,100.0,92.0,992.8
2017-10-14,27.4,25.2,43.1,24.0,0.0,9.3,100.0,92.0,994.4
2017-10-15,26.5,24.8,40.6,22.0,0.0,9.2,98.0,93.0,998.6
2017-10-16,27.6,24.4,20.5,20.0,0.0,10.7,92.0,86.0,999.8
2017-10-17,28.8,24.6,16.6,21.0,0.0,15.1,68.0,85.0,999.2
2017-10-18,27.4,24.7,32.5,21.0,0.0,11.7,94.0,86.0,998.7
2017-10-19,29.5,24.6,2.1,2.0,0.0,6.5,100.0,75.0,997.6
2017-10-20,30.6,24.1,0.0,0.0,0.0,14.8,97.0,79.0,997.5
2017-10-21,29.3,24.1,3.6,9.0,0.0,10.9,90.0,84.0,998.9
2017-10-22,27.6,25.7,6.9,14.0,0.0,7.2,78.0,89.0,999.8
2017-10-23,28.2,24.8,82.4,21.0,0.0,12.0,94.0,89.0,1002.3
2017-10-24,26.7,24.4,120.0,21.0,0.0,14.1,86.0,87.0,1004.4
2017-10-25,27.6,24.0,5.1,19.0,0.0,11.6,79.0,82.0,1004.3
2017-10-26,27.6,23.8,2.2,11.0,0.0,12.7,94.0,84.0,1002.9
2017-10-27,27.5,23.5,1.7,12.0,0.0,9.0,75.0,87.0,1001.3
2017-10-28,28.1,23.5,2.2,8.0,0.0,5.4,82.0,87.0,1002.2
2017-10-29,27.2,24.4,5.7,14.0,0.0,14.4,69.0,86.0,1003.7
2017-10-30,27.2,24.4,174.5,24.0,0.0,12.7,75.0,88.0,1003.6
2017-10-31,26.9,24.2,417.4,24.0,0.0,14.7,92.0,91.0,1002.5
2017-11-01,25.4,23.5,247.2,24.0,0.0,23.4,100.0,92.0,1000.0
2017-11-02,27.0,23.6,10.4,20.0,0.0,19.2,99.0,89.0,1000.2
2017-11-03,28.8,24.2,21.4,20.0,0.0,11.6,81.0,86.0,1000.9
2017-11-04,27.3,24.3,136.7,24.0,0.0,10.1,92.0,88.0,1001.3
2017-11-05,27.9,24.4,23.6,23.0,0.0,12.3,92.0,88.0,1001.6
2017-11-06,27.4,24.6,22.3,24.0,0.0,15.1,93.0,88.0,1002.2
2017-11-07,28.5,24.7,38.1,24.0,0.0,11.2,90.0,88.0,1002.8
2017-11-08,27.9,24.7,35.3,24.0,0.0,12.6,70.0,89.0,1002.1
2017-11-09,27.2,24.4,71.4,24.0,0.0,15.9,96.0,87.0,1000.1
2017-11-10,28.9,23.5,15.9,13.0,0.0,12.3,97.0,87.0,1001.1
2017-11-11,28.5,24.4,13.7,17.0,0.0,10.9,91.0,88.0,1002.4
2017-11-12,28.6,24.7,12.6,22.0,0.0,9.2,85.0,86.0,1002.1
2017-11-13,27.3,24.6,18.4,21.0,0.0,9.8,95.0,90.0,1001.7
2017-11-14,28.7,24.9,14.3,15.0,0.0,9.9,96.0,88.0,1003.0
2017-11-15,28.4,24.5,20.6,19.0,0.0,11.3,78.0,87.0,1004.0
2017-11-16,27.1,24.7,88.8,24.0,0.0,12.9,97.0,90.0,1003.3
2017-11-17,25.5,24.7,169.6,24.0,0.0,16.6,98.0,92.0,1001.9
2017-11-18,28.5,24.5,3.8,8.0,0.0,13.8,85.0,84.0,1001.6
2017-11-19,27.2,24.8,11.4,18.0,0.0,9.4,99.0,86.0,1003.3
2017-11-20,28.0,24.3,21.7,23.0,0.0,12.7,88.0,90.0,1003.7
2017-11-21,28.4,24.9,32.1,24.0,0.0,11.2,89.0,90.0,1003.4
2017-11-22,28.4,24.9,31.8,22.0,0.0,12.1,91.0,89.0,1002.1
2017-11-23,27.0,24.5,66.3,24.0,0.0,12.8,90.0,90.0,1003.0
2017-11-24,26.7,24.7,266.4,24.0,0.0,17.8,92.0,90.0,1004.0
2017-11-25,27.3,24.7,105.6,24.0,0.0,18.8,83.0,90.0,1004.6
2017-11-26,27.9,24.2,58.1,24.0,0.0,11.9,69.0,89.0,1004.4
2017-11-27,27.8,24.6,87.8,24.0,0.0,15.5,79.0,89.0,1002.7
2017-11-28,28.5,24.2,106.1,24.0,0.0,15.2,73.0,87.0,1003.3
2017-11-29,26.9,24.4,101.5,24.0,0.0,12.2,89.0,89.0,1003.0
2017-11-30,27.4,24.7,110.3,21.0,0.0,12.0,97.0,90.0,1001.3
2017-12-01,29.2,24.8,17.8,18.0,0.0,12.6,87.0,86.0,1002.3
2017-12-02,28.0,25.0,28.2,22.0,0.0,10.9,81.0,90.0,1003.2
2017-12-03,28.3,25.1,21.2,23.0,0.0,11.8,64.0,90.0,1002.7
2017-12-04,28.4,24.1,9.2,17.0,0.0,11.3,47.0,87.0,1002.4
2017-12-05,27.3,24.3,87.8,24.0,0.0,11.4,70.0,88.0,1002.5
2017-12-06,26.5,24.4,184.9,23.0,0.0,13.4,82.0,88.0,1003.0
2017-12-07,27.0,24.4,122.6,23.0,0.0,10.2,93.0,88.0,1002.3
2017-12-08,28.0,24.4,2.4,9.0,0.0,8.9,96.0,86.0,1001.8
2017-12-09,27.3,24.9,9.3,19.0,0.0,10.9,91.0,84.0,1001.7
2017-12-10,27.8,24.6,5.0,11.0,0.0,11.0,90.0,84.0,1002.7
2017-12-11,27.1,24.5,88.3,22.0,0.0,11.1,84.0,88.0,1002.6
2017-12-12,25.5,24.3,222.9,24.0,0.0,13.5,99.0,91.0,1002.8
2017-12-13,25.7,24.0,154.3,24.0,0.0,15.0,98.0,89.0,1002.6
2017-12-14,26.5,23.2,27.1,21.0,0.0,18.5,100.0,83.0,1003.2
2017-12-15,26.4,22.6,0.8,8.0,0.0,18.0,100.0,76.0,1003.4
2017-12-16,25.8,22.7,18.6,19.0,0.0,24.1,100.0,73.0,1002.0
2017-12-17,24.6,23.1,90.9,24.0,0.0,21.1,100.0,85.0,1001.0
2017-12-18,25.7,24.2,220.7,22.0,0.0,24.8,98.0,91.0,1001.2
2017-12-19,27.3,23.8,69.0,23.0,0.0,13.3,80.0,89.0,1002.9
2017-12-20,26.9,24.0,279.9,24.0,0.0,17.3,84.0,90.0,1005.2
2017-12-21,26.2,23.9,334.2,24.0,0.0,24.2,89.0,89.0,1005.7
2017-12-22,26.7,23.6,200.7,24.0,0.0,19.6,86.0,87.0,1003.9
2017-12-23,25.9,24.0,422.6,24.0,0.0,19.9,94.0,91.0,1001.2
2017-12-24,27.0,24.2,38.3,24.0,0.0,14.7,97.0,91.0,1002.2
2017-12-25,26.6,24.6,49.4,24.0,0.0,14.8,86.0,88.0,1003.3
2017-12-26,25.9,23.9,136.4,24.0,0.0,16.8,93.0,90.0,1004.1
2017-12-27,25.9,24.3,143.4,24.0,0.0,16.7,94.0,91.0,1004.9
2017-12-28,26.0,23.8,308.8,24.0,0.0,18.7,89.0,90.0,1005.5
2017-12-29,25.1,23.3,43.0,24.0,0.0,12.2,85.0,87.0,1006.5
2017-12-30,26.2,23.1,27.4,24.0,0.0,17.1,77.0,83.0,1006.1
2017-12-31,26.2,23.4,18.3,20.0,0.0,14.1,92.0,84.0,1004.8
2018-01-01,24.8,23.3,45.7,24.0,0.0,16.5,100.0,86.0,1004.0
2018-01-02,24.7,23.9,115.9,24.0,0.0,23.3,100.0,88.0,1003.2
2018-01-03,24.9,23.6,128.5,24.0,0.0,24.1,100.0,91.0,1003.6
2018-01-04,26.5,24.0,61.7,23.0,0.0,17.7,100.0,90.0,1003.8
2018-01-05,27.6,24.0,16.2,23.0,0.0,12.3,71.0,87.0,1003.6
2018-01-06,26.9,24.3,8.4,20.0,0.0,12.6,78.0,85.0,1004.0
2018-01-07,27.8,24.1,6.1,16.0,0.0,11.2,89.0,85.0,1004.6
2018-01-08,28.0,24.5,4.5,16.0,0.0,9.4,78.0,88.0,1004.9
2018-01-09,28.0,24.0,8.0,20.0,0.0,10.2,50.0,87.0,1005.2
2018-01-10,26.6,24.0,12.2,23.0,0.0,8.2,76.0,89.0,1005.7
2018-01-11,25.4,23.3,26.0,24.0,0.0,14.5,91.0,86.0,1005.4
2018-01-12,24.6,22.1,34.1,23.0,0.0,17.7,92.0,83.0,1006.6
2018-01-13,23.5,22.2,91.7,24.0,0.0,18.9,100.0,87.0,1007.4
2018-01-14,23.9,22.6,96.1,24.0,0.0,16.9,100.0,88.0,1006.1
2018-01-15,25.3,22.9,26.0,22.0,0.0,16.5,97.0,84.0,1004.2
2018-01-16,26.0,23.4,220.4,24.0,0.0,13.4,98.0,89.0,1002.1
2018-01-17,26.4,23.6,60.6,21.0,0.0,13.3,98.0,89.0,1001.7
2018-01-18,28.4,24.0,13.8,19.0,0.0,14.0,81.0,84.0,1003.1
2018-01-19,26.6,23.7,26.0,21.0,0.0,18.2,99.0,86.0,1004.1
2018-01-20,25.5,24.2,41.5,24.0,0.0,17.7,100.0,88.0,1003.1
2018-01-21,27.5,23.7,26.3,16.0,0.0,9.7,70.0,85.0,1002.6
2018-01-22,27.4,23.8,17.9,24.0,0.0,11.2,71.0,88.0,1001.7
2018-01-23,27.3,23.7,10.0,18.0,0.0,9.8,73.0,85.0,1001.7
2018-01-24,27.7,24.0,14.8,21.0,0.0,9.9,76.0,87.0,1000.9
2018-01-25,27.4,23.9,26.1,22.0,0.0,11.4,93.0,84.0,1001.6
2018-01-26,26.8,24.0,32.4,24.0,0.0,9.5,94.0,89.0,1001.3
2018-01-27,25.7,23.6,56.5,17.0,0.0,19.8,98.0,91.0,1002.1
2018-01-28,24.4,23.4,69.9,23.0,0.0,17.1,100.0,89.0,1003.1
2018-01-29,27.3,22.7,1.2,6.0,0.0,10.1,62.0,81.0,1003.0
2018-01-30,25.7,22.9,35.4,21.0,0.0,13.0,68.0,87.0,1004.1
2018-01-31,26.3,23.3,11.6,20.0,0.0,10.3,81.0,86.0,1005.0
2018-02-01,26.8,23.3,5.1,17.0,0.0,11.0,66.0,84.0,1004.8
2018-02-02,26.7,23.3,12.4,19.0,0.0,9.9,78.0,87.0,1005.2
2018-02-03,26.5,22.9,12.9,21.0,0.0,11.9,88.0,84.0,1005.5
2018-02-04,26.1,23.2,12.8,19.0,0.0,11.0,94.0,84.0,1005.0
2018-02-05,25.2,23.5,5.4,14.0,0.0,12.2,96.0,83.0,1005.1
2018-02-06,25.6,21.9,9.1,20.0,0.0,13.7,81.0,85.0,1004.6
2018-02-07,25.1,21.7,61.7,24.0,0.0,8.3,92.0,90.0,1003.9
2018-02-08,25.4,22.3,12.0,18.0,0.0,12.7,94.0,86.0,1002.3
2018-02-09,26.0,22.1,2.4,9.0,0.0,7.1,76.0,78.0,1002.7
2018-02-10,27.0,21.4,0.0,0.0,0.0,7.9,48.0,80.0,1003.8
2018-02-11,27.8,22.6,19.3,13.0,0.0,10.5,62.0,83.0,1005.2
2018-02-12,26.2,23.5,145.1,24.0,0.0,16.5,92.0,88.0,1007.0
2018-02-13,24.4,23.3,125.6,24.0,0.0,18.7,98.0,87.0,1007.8
2018-02-14,24.9,23.3,126.6,24.0,0.0,19.9,100.0,88.0,1006.7
2018-02-15,27.2,24.0,63.8,23.0,0.0,17.3,85.0,88.0,1006.1
2018-02-16,28.5,23.6,0.0,0.0,0.0,15.1,42.0,85.0,1004.8
2018-02-17,28.3,22.8,1.6,9.0,0.0,10.5,45.0,82.0,1004.8
2018-02-18,27.8,23.8,11.0,24.0,0.0,11.5,55.0,87.0,1005.5
2018-02-19,27.9,22.4,5.0,18.0,0.0,14.3,62.0,83.0,1005.4
2018-02-20,27.7,24.2,6.4,22.0,0.0,12.8,86.0,84.0,1004.9
2018-02-21,28.5,24.1,10.4,18.0,0.0,14.5,74.0,84.0,1003.3
2018-02-22,28.1,23.9,14.9,18.0,0.0,11.2,68.0,85.0,1004.1
2018-02-23,28.0,23.5,11.3,13.0,0.0,13.1,48.0,79.0,1005.6
2018-02-24,27.7,22.8,14.2,19.0,0.0,12.2,77.0,79.0,1006.6
2018-02-25,26.7,23.7,131.2,23.0,0.0,13.7,98.0,87.0,1005.0
2018-02-26,26.9,23.8,41.4,23.0,0.0,14.4,71.0,88.0,1004.4
2018-02-27,26.0,23.5,96.1,24.0,0.0,12.6,92.0,90.0,1004.5
2018-02-28,28.6,24.0,5.1,14.0,0.0,11.4,79.0,85.0,1003.7
2018-03-01,28.2,24.2,10.7,17.0,0.0,11.9,80.0,88.0,1003.0
