date,year,month,day,day_of_year,day_of_week,is_weekend,month_sin,month_cos,day_sin,day_cos,temperature_max_lag1,temperature_max_lag2,temperature_max_lag3,temperature_max_lag7,temperature_max_rolling3,temperature_max_rolling7,temperature_max_rolling14,temperature_max_rolling30,temperature_min_lag1,temperature_min_lag2,temperature_min_lag3,temperature_min_lag7,temperature_min_rolling3,temperature_min_rolling7,temperature_min_rolling14,temperature_min_rolling30,rainfall_lag1,rainfall_lag2,rainfall_lag3,rainfall_lag7,rainfall_rolling3,rainfall_rolling7,rainfall_rolling14,rainfall_rolling30,precipitation_hours_lag1,precipitation_hours_lag2,precipitation_hours_lag3,precipitation_hours_lag7,precipitation_hours_rolling3,precipitation_hours_rolling7,precipitation_hours_rolling14,precipitation_hours_rolling30,snowfall_lag1,snowfall_lag2,snowfall_lag3,snowfall_lag7,snowfall_rolling3,snowfall_rolling7,snowfall_rolling14,snowfall_rolling30,wind_speed_lag1,wind_speed_lag2,wind_speed_lag3,wind_speed_lag7,wind_speed_rolling3,wind_speed_rolling7,wind_speed_rolling14,wind_speed_rolling30,cloud_cover_lag1,cloud_cover_lag2,cloud_cover_lag3,cloud_cover_lag7,cloud_cover_rolling3,cloud_cover_rolling7,cloud_cover_rolling14,cloud_cover_rolling30,humidity_lag1,humidity_lag2,humidity_lag3,humidity_lag7,humidity_rolling3,humidity_rolling7,humidity_rolling14,humidity_rolling30,pressure_lag1,pressure_lag2,pressure_lag3,pressure_lag7,pressure_rolling3,pressure_rolling7,pressure_rolling14,pressure_rolling30,temperature_max,temperature_min,rainfall,precipitation_hours,snowfall,wind_speed,cloud_cover,humidity,pressure,date_str
2025-04-05 22:28:06.539640,2025,4,5,95,5,1,0.8660254037844387,-0.4999999999999998,0.9979171608653922,-0.06450844944931623,28.272570708715783,28.284995038372436,28.29886158014295,0.0,28.28547577574372,27.888027813461214,28.586871049587746,28.58053982314095,23.863000000000003,23.888999999999996,23.714000000000002,0.0,23.822,23.907285714285713,23.453642857142857,23.3117,0.0,0.0,0.0,0.0,0.0,2.1714285714285713,6.021428571428571,17.226666666666667,10.61,10.94,10.86,0.0,10.803333333333333,9.245714285714286,10.122857142857145,14.090666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.043518324625099,12.089801585469093,12.104413299307922,0.0,12.07924440313404,11.80959669413342,13.326226918495284,13.585572561964463,74.59307636224743,75.17720680978928,76.25640953336817,0.0,75.34223090180161,79.23299444228896,76.11649722114448,78.08769870320074,84.61,84.61,84.16,0.0,84.46,84.54285714285716,82.4142857142857,84.86,1003.2610905381907,1003.3588860958106,1003.1567132238066,0.0,1003.2588966192693,1003.1067562709401,1003.0676638497558,1004.3315764632193,28.261770722571423,23.866000000000003,0.0,10.21,0.0,11.986830492290114,74.08077529350987,84.61,1003.1925757521288,04-05
2025-04-06 22:28:06.539640,2025,4,6,96,6,1,0.8660254037844387,-0.4999999999999998,0.9966589017541702,-0.08167639533042241,28.261770722571423,28.272570708715783,28.284995038372436,0.0,28.273112156553214,28.311137916685706,28.605568958342847,28.53593218056,23.866000000000003,23.863000000000003,23.888999999999996,0.0,23.872666666666664,23.859571428571428,23.59407142857143,23.340566666666668,0.0,0.0,0.0,0.0,0.0,1.0857142857142856,5.292857142857143,17.01,10.21,10.61,10.94,0.0,10.586666666666666,9.418571428571429,9.852142857142857,13.997666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.986830492290114,12.043518324625099,12.089801585469093,0.0,12.040050134128103,12.022001050174865,13.03957195365886,13.5418002450408,74.08077529350987,74.59307636224743,75.17720680978928,0.0,74.61701948851554,77.38739091279037,74.90798117068091,77.65705787965108,84.61,84.61,84.61,0.0,84.61,84.48714285714287,82.67214285714284,84.91366666666667,1003.1925757521288,1003.2610905381907,1003.3588860958106,0.0,1003.2708507953768,1003.1485528069583,1002.7528478320506,1004.3079956549569,28.29029884398652,23.870000000000008,0.0,9.98,0.0,11.962217860110439,73.64545828136788,84.79,1003.1111396813093,04-06
2025-04-07 22:28:06.539640,2025,4,7,97,0,0,0.8660254037844387,-0.4999999999999998,0.9951053111006976,-0.09882013873287143,28.29029884398652,28.261770722571423,28.272570708715783,28.331788983708375,28.274880091757908,28.281180608683776,28.626304590056172,28.542275475359546,23.870000000000008,23.866000000000003,23.863000000000003,23.756999999999994,23.86633333333334,23.81242857142857,23.7705,23.369566666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.978571428571429,14.863333333333333,9.98,10.21,10.61,11.61,10.266666666666667,10.844285714285716,9.850714285714286,13.563666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.962217860110439,11.986830492290114,12.043518324625099,12.133588331479132,11.997522225675217,12.059460744476356,12.786873229381035,13.48387417371115,73.64545828136788,74.08077529350987,74.59307636224743,77.05073649847473,74.1064366457084,75.47959923870006,73.5969424764929,77.51190648903001,84.79,84.61,84.61,84.42,84.67,84.45714285714287,82.94285714285715,84.67333333333335,1003.1111396813093,1003.1925757521288,1003.2610905381907,1003.1469691564153,1003.1882686572097,1003.178715618574,1002.5536435235728,1004.2917003110005,28.29522278173041,23.781,0.0,9.42,0.0,11.928298347181679,73.98268851820795,84.36,1002.9100909417084,04-07
2025-04-08 22:28:06.539640,2025,4,8,98,1,0,0.8660254037844387,-0.4999999999999998,0.9932568492674143,-0.11593459959550041,28.29522278173041,28.29029884398652,28.261770722571423,28.227978383288956,28.282430782762788,28.27595686554407,28.54739193160834,28.512116234750565,23.781,23.870000000000008,23.866000000000003,23.727999999999994,23.839000000000002,23.815857142857144,23.797714285714285,23.37226666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.914285714285714,13.770000000000001,9.42,9.98,10.21,11.7,9.87,10.531428571428572,10.309285714285712,13.144333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.928298347181679,11.962217860110439,11.986830492290114,12.095855318052699,11.95911556652741,12.030133603862435,12.610323111322584,13.401484118617207,73.98268851820795,73.64545828136788,74.08077529350987,77.55353189214311,73.90297403102858,75.04130667009053,74.7385630849363,76.84466277297028,84.36,84.79,84.61,84.0,84.58666666666666,84.44857142857143,83.39714285714285,84.51866666666668,1002.9100909417084,1003.1111396813093,1003.1925757521288,1003.0236348823568,1003.0712687917154,1003.1448758736159,1002.5186500194089,1004.2387033423909,28.290207655962426,23.815,0.0,9.2,0.0,11.88730442870014,74.0380437941887,84.07,1002.6809673858298,04-08
2025-04-09 22:28:06.539640,2025,4,9,99,2,0,0.8660254037844387,-0.4999999999999998,0.9911140639934547,-0.1330147065341959,28.290207655962426,28.29522278173041,28.29029884398652,28.29886158014295,28.291909760559786,28.284846761640278,28.468121049891376,28.541789823282645,23.815,23.781,23.870000000000008,23.714000000000002,23.822000000000003,23.828285714285716,23.820214285714286,23.379433333333335,0.0,0.0,0.0,0.0,0.0,0.0,4.8500000000000005,12.253333333333332,9.2,9.42,9.98,10.86,9.533333333333333,10.174285714285714,10.53785714285714,12.651000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88730442870014,11.928298347181679,11.962217860110439,12.104413299307922,11.92594021199742,12.000340619669215,12.580844856229737,13.374394266240545,74.0380437941887,73.98268851820795,73.64545828136788,76.25640953336817,73.8887301979215,74.53909408466848,76.81270907023551,75.97926423277657,84.07,84.36,84.79,84.16,84.40666666666667,84.45857142857143,83.83071428571428,84.15433333333335,1002.6809673858298,1002.9100909417084,1003.1111396813093,1003.1567132238066,1002.9007326696159,1003.0959233741121,1002.631576261254,1004.101402255252,28.28687574932014,23.905000000000005,0.0,9.12,0.0,11.846128165069482,74.17799191202151,83.82,1002.7103589385871,04-09
2025-04-10 22:28:06.539640,2025,4,10,100,3,0,0.8660254037844387,-0.4999999999999998,0.9886775902323405,-0.1500553983446526,28.28687574932014,28.290207655962426,28.29522278173041,28.284995038372436,28.290768729004327,28.28313450009416,28.34575503198567,28.55801901492665,23.905000000000005,23.815,23.781,23.888999999999996,23.83366666666667,23.85557142857143,23.913428571428575,23.392933333333335,0.0,0.0,0.0,0.0,0.0,0.0,4.642857142857143,11.033333333333333,9.12,9.2,9.42,10.94,9.246666666666664,9.925714285714287,10.189285714285715,12.155000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.846128165069482,11.88730442870014,11.928298347181679,12.089801585469093,11.887243646983768,11.963442743349436,12.505568296591841,13.13593187174286,74.17799191202151,74.0380437941887,73.98268851820795,75.17720680978928,74.06624140813939,74.24217728161895,77.32542277823704,75.31853062984395,83.82,84.07,84.36,84.61,84.08333333333333,84.41,84.31785714285715,83.84833333333336,1002.7103589385871,1002.6809673858298,1002.9100909417084,1003.3588860958106,1002.7671390887084,1003.0321584762235,1002.7537447568675,1003.9417475532047,28.278271116090295,23.931000000000008,0.0,9.43,0.0,11.810096731588105,74.24169338567056,83.58,1002.7207742288033,04-10
2025-04-11 22:28:06.539640,2025,4,11,101,4,0,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.16705162550211924,28.278271116090295,28.28687574932014,28.290207655962426,28.272570708715783,28.285118173790952,28.282173939768143,28.222774397420693,28.543961385462993,23.931000000000008,23.905000000000005,23.815,23.863000000000003,23.88366666666667,23.861571428571434,23.887071428571428,23.400633333333328,0.0,0.0,0.0,0.0,0.0,0.0,4.314285714285715,10.43,9.43,9.12,9.2,10.61,9.25,9.709999999999999,9.791428571428572,11.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.810096731588105,11.846128165069482,11.88730442870014,12.043518324625099,11.847843108452574,11.923484907080722,12.156289491705278,13.10293509612913,74.24169338567056,74.17799191202151,74.0380437941887,74.59307636224743,74.15257636396025,74.10853250674485,76.84268659149923,75.82658707603296,83.58,83.82,84.07,84.61,83.82333333333332,84.26285714285714,84.28785714285712,83.63433333333336,1002.7207742288033,1002.7103589385871,1002.6809673858298,1003.2610905381907,1002.7040335177402,1002.9409996380798,1002.8909429160676,1003.839106694165,28.267313721427062,24.00000000000001,0.0,9.46,0.0,11.774093423293934,74.37693046085917,83.51,1002.7260398947825,04-11
2025-04-12 22:28:06.539640,2025,4,12,102,5,1,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768005,28.267313721427062,28.278271116090295,28.28687574932014,28.261770722571423,28.277486862279165,28.281422941584044,28.084725377522627,28.489538509510563,24.00000000000001,23.931000000000008,23.905000000000005,23.866000000000003,23.94533333333334,23.88114285714286,23.894214285714288,23.4473,0.0,0.0,0.0,0.0,0.0,0.0,1.0857142857142856,10.166666666666666,9.46,9.43,9.12,10.21,9.336666666666666,9.545714285714284,9.395714285714288,11.418000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.774093423293934,11.810096731588105,11.846128165069482,11.986830492290114,11.810106106650508,11.884995635461985,11.847296164797703,13.028738210238929,74.37693046085917,74.24169338567056,74.17799191202151,74.08077529350987,74.26553858618375,74.07765452083224,76.6553244815606,75.83915142472827,83.51,83.58,83.82,84.61,83.63666666666666,84.10571428571428,84.32428571428571,83.51800000000003,1002.7260398947825,1002.7207742288033,1002.7103589385871,1003.1925757521288,1002.7190576873909,1002.8645638318785,1002.9856600514092,1003.7733080239911,28.25328618780682,24.007,0.0,9.96,0.0,11.743229055098146,74.461724512619,83.53,1002.4992884478255,04-12
2025-04-13 22:28:06.539640,2025,4,13,103,6,1,0.8660254037844387,-0.4999999999999998,0.9796136916454901,-0.20089055513063506,28.25328618780682,28.267313721427062,28.278271116090295,28.29029884398652,28.266290341774724,28.280210865189098,28.2956743909374,28.47131471577079,24.007,24.00000000000001,23.931000000000008,23.870000000000008,23.97933333333334,23.901285714285716,23.880428571428574,23.480866666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.5428571428571428,9.996666666666666,9.96,9.46,9.43,9.98,9.616666666666667,9.51,9.464285714285717,11.183333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.743229055098146,11.774093423293934,11.810096731588105,11.962217860110439,11.775806403326728,11.850195430148846,11.936098240161856,13.0201791787422,74.461724512619,74.37693046085917,74.24169338567056,73.64545828136788,74.36011611971624,74.13207583784781,75.7597333753191,76.88787557514891,83.53,83.51,83.58,84.79,83.54,83.95142857142856,84.21928571428573,83.46900000000002,1002.4992884478255,1002.7260398947825,1002.7207742288033,1003.1111396813093,1002.6487008571371,1002.7655227884064,1002.9570377976825,1003.6966176389186,28.26531134957255,24.018,0.0,9.91,0.0,11.719751145259993,74.76474146534898,83.63,1002.2680706434786,04-13
2025-04-14 22:28:06.539640,2025,4,14,104,0,0,0.8660254037844387,-0.4999999999999998,0.9760105506323683,-0.21772323039653177,28.26531134957255,28.25328618780682,28.267313721427062,28.29522278173041,28.261970419602147,28.27664122312996,28.278910915906867,28.42349176075654,24.018,24.007,24.00000000000001,23.781,24.008333333333336,23.922428571428576,23.867428571428572,23.484800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.91,9.96,9.46,9.42,9.776666666666667,9.5,10.172142857142859,11.180333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.719751145259993,11.743229055098146,11.774093423293934,11.928298347181679,11.745691207884024,11.815557328027353,11.937509036251857,12.940837550250865,74.76474146534898,74.461724512619,74.37693046085917,73.98268851820795,74.53446547960905,74.29197343555941,74.88578633712974,76.94670029066056,83.63,83.53,83.51,84.36,83.55666666666667,83.78571428571429,84.12142857142855,83.6566666666667,1002.2680706434786,1002.4992884478255,1002.7260398947825,1002.9100909417084,1002.4977996620288,1002.6450843544307,1002.9118999865024,1003.5855533270347,28.264256465471483,24.101999999999993,0.0,9.93,0.0,11.686288718750774,74.95984295162415,83.47,1002.3628897859619,04-14
